title|composer|chrds|prnt|mp3|rank|year|rb|nrb|srb|aebersold|irb|irbg|
It Came Upon A Midnight Clear|||||989|1850|""|||125,|||
It Could Happen To You|Jimmy Van-Heusen||||60|1944|"2_172"|||022,|y||
It Don't Mean A Thing|Duke Ellington||||84|1932|"1_241"|2||059,|y||
It Had To Be You|Isham Jones||||361|1924|"2_173"||y|107,|y|y|
It Might As Well Be Spring|Richard Rodgers||||114|1945|"2_176"|||025,|y||
It Never Entered My Mind|Richard Rodgers||||181|1940|"3_151"||y||y||
It Only Happens When I Dance With You|Irving Berlin||||||""||||y||
It Was So Beautiful|||||||""|||||y|
It's A Big Wide Wonderful World|John Rox||||||""||||y||
It's A Blue World|Wright-Forrest||||676|1939|"2"||||y||
It's A Dance|Michel Petrucciani||||||""||||y||
It's A Good Day|Peggy Lee||||||""||||y||
It's A Lovely Day Today|Irving Berlin||||||""||||y||
It's A Raggy Waltz|||||||"1_242"||||||
It's A Sin To Tell A Lie|||||||""|||||y|
It's A Wonderful World|||||778|1939|""||||||
It's All Right With Me|Cole Porter||||279|1953|"3_152"||y|112,|y||
It's Been A Long, Long Time|Jule Styne||||962|1945|"3"||||y||
It's De-lovely|Cole Porter||||||""||||y||
It's Easy To Remember|Richard Rodgers||||527|1935|"1"||||y||
It's Impossible|Armando Manzanero||||||""||||y||
It's Magic|Jule Styne||||689|1948|""||y||y||
It's Only A Paper Moon|Harold Arlen|y|y|y|154|1933|"2_175"|2|||y||
It's The Talk Of The Town|Jerry Livingston||||255|1933|"3"|2||095,|y||
It's Wonderful|||||852|1938|""||||||
It's You Or No One|Jule Styne|y|y||372|1948|"3_154"||y|061,068,|y||
J'attendrai|||||||""|||||y|
J'en Ai Marre|||||||""|||||y|
Ja-da|||||658|1918|""|||079,|||
Jackie|||||||"2_179"||||||
Jackie-ing|Thelonious Monk||||||""||||y||
Jaco|Pat Metheny||||||"2_180"||||y||
James|Pat Metheny||||||""||||y||
Japanese Sandman|||||||""|||||y|
Japanese Waltz, A|||||||"3_155"||||||
Jardin D'hiver|||||||""|||||y|
Jazz Me Blues|||||380|1921|""||||||
Je Ne Sais Pas|||||||"2_182"||||||
Jeannie's Song|Marchel Ivery||||||""||||y||
Jeannine|Duke Pearson||||||"2_181"||||y||
Jeep Is Jumpin'|||||738|1938|""||||||
Jeepers Creepers|Harry Warren||||308|1938|""||||y||
Jelly Roll|||||||"1_243"||||||
Jersey Bounce|Plater-Bradshaw-Johnson||||801|1941|"3_156"|1|||y||
Jim|||||870|1941|""||||||
Jingle Bells|||||275|1859|""|||125,|||
Jinrikisha|Joe Henderson||||||"1_244"||||y||
Jitterbug Waltz|Fats Waller||||200|1942|"2_184,3_158"|3||072,|y||
Jive At Five|||||767|1939|""||||||
Jive Samba|||||||"3_157"||||||
Jody Grind, The|Horace Silver||||||"2_183"||||y||
Johnny Come Lately|||||834|1944|""|||066,|||
Jojo Swing|||||||""|||||y|
Joker, The|Lee Morgan||||||""||||y||
Jordu|Duke Jordan||||654|1953|"1_245"|2|||y||
Jorgie's|||||||"2_186"||||||
Joseph Joseph (Petriarka)|||||||""|||||y|
Joshua|Victor Feldman||||||""||||y||
Journey To Recife|||||||"1_246"||||||
Joy Spring|Clifford Brown||||511|1954|"1_247"||||y||
Joy To The World|||||||"2_188"||||||
Joyce's Samba|||||||"2_187"||||||
Ju-ju|||||||"1_248"||||||
Juju|Wayne Shorter||||||""||||y||
Julian|||||||"3_162"||||||
Jump For Joy|||||935|1941|""||||||
Jump For Me|||||||"2_189"||||||
Jump Monk|||||||"1_250"||||||
Jumpin' At The Woodside|||||436|1938|""||||||
Jumpin' With Symphony Sid|Lester Young||||712|1949|"2_188"||||y||
June 15th, 1967|||||||"1_252"||||||
Just A Closer Walk With Thee|||||781|Trad.|""||||||
Just A Few|||||||"2_190"||||||
Just A Gigolo|Leonello Casucci||||583|1930|"3"||||y||
Just A-sittin' And A-rockin'|||||461|1945|"2_191"||||||
Just Friends|John Klenner||||85|1931|"1_249"|3||020,034,059,|y||
Just In Time|Jule Styne||||230|1956|"2_192"||||y||
Just In Tune|John Abercrombie||||||""||||y||
Just One For Babik|||||||""|||||y|
Just One More Chance|Johnston-Coslow||||||""||||y||
Just One Of Those Things|Cole Porter||||74|1935|"3_160"||y|051,112,117,|y||
Just Squeeze Me|Duke Ellington||||231|1941|"3_163"|3||048,071,|y||
Just The Way You Are|||||||"2_194"||||||
Just You, Just Me|Jesse Greer||||90|1929|"2_193"|3||072,|y||
Kansas City|||||929|1952|""||||||
Kary's France|||||||"2_196"||||||
Katrina Ballerina|||||||"2_197"||||||
Keepin' Myself For You|Vincent Youmans||||||""||||y||
Keepin' Out Of Mischief Now|||||378|1932|""|||||y|
Kelo|||||||"1_5"||||||
Kentucky Oysters|||||||"2_198"||||||
Kicker, The|Joe Henderson||||||"2_198"||||y||
Kids Are Pretty People|Thad Jones||||||"2_199"||||y||
Killer Joe|Benny Golson||||628|1959|"2_200"|2||h,014,070,120,|y||
King Porter Stomp|||||306|1910|""||||||
Ko Ko|Charlie Parker||||||""||||y||
Kolomeike|||||||""|||||y|
L'aquoiboniste|||||||""|||||y|
L'oeil Noir|||||||""|||||y|
La Bikina|||||||""|||||y|
La Camarde|||||||""|||||y|
La Fiesta|||||||"1_254"||||||
La Folle|||||||""|||||y|
La Foule|||||||""|||||y|
La Gitane (Pg.1 A,b)|||||||""|||||y|
La Gitane (Pg.2 C D)|||||||""|||||y|
La Javanaise|||||||""|||||y|
La Nevada Blues|||||||"2_206"||||||
La Promenade|||||||""|||||y|
La Verdine|||||||""|||||y|
La Vie En Rose|||||||""|||||y|
Ladies In Mercedes|Steve Swallow||||||"3_164"||||y||
Lady Be Good|||||||""|||||y|
Lady Bird|Tadd Dameron||||458|1947|"1_256"|1||036,070,099,|y||
Lady Is A Tramp, The|Richard Rodgers||||336|1937|"3_166"||y||y||
Lady's Blues|||||||"2_201"||||||
Lady's In Love With You, The|Burton Lane||||665|1939|"3"||||y||
Lakes|||||||"2_202"||||||
Lament|J.J. Johnson||||820|1954|"1_257"|||111,|y||
Lamp Is Low, The|DeRose-Shefter||||530|1939|""|3||072,|y||
Las Vegas Tango|||||||"1_258"||||||
Last Night When We Were Young|Harold Arlen||||526|1937|"2"||||y||
Last Page, The|||||||"2_204"||||||
Latcho Drom|||||||""|||||y|
Latscheben|||||||""|||||y|
Laura|David Raskin||||35|1945|"2_203"|3||034,118,|y||
Laurence Suni|||||||""|||||y|
Laurie|Bill Evans||||||""||||y||
Lazy Afternoon|Latouche-Moross||||643|1954|"3_167"||||y||
Lazy Bird|John Coltrane||||||"1_259"||||y||
Lazy River|Hoagy Carmichael||||682|1931|"1"||||y||
Lazybones|Carmichael-Mercer||||||""||||y||
Le Bal De La Marine|||||||""|||||y|
Le Chale Bleu|||||||""|||||y|
Leap Of Faith|||||||"3_168"||||||
Leaving|Richie Beirach||||||""||||y||
Leila|Wes Montgomery||||||"2_207"||||y||
Lennie's Pennies|Lennie Tristano||||||"2_208"||||y||
Lennie-bird|||||||"2_227"||||||
Lentement Mademoiselle|||||||""|||||y|
Leroy The Magician|||||||"1_260"||||||
Les Deux Guitares|||||||""|||||y|
Les Gosses De La Rue|||||||""|||||y|
Les Yeux De Dolores|||||||""|||||y|
Lester Leaps In|||||219|1940|"2_209"||||||
Let It Snow Let It Snow Let It Snow|||||554|1945|""|||078,|||
Let Me Off Uptown|||||934|1941|""||||||
Let There Be Love|Rand-Grant||||||""||||y||
Let There Be You|Young-Cavanaugh||||||""||||y||
Let's Call The Whole Thing Off|George Gershwin||||766|1936|""||y||y||
Let's Call This|Thelonious Monk||||||""||||y||
Let's Cook One|||||||"2_210"||||||
Let's Cool One|Thelonious Monk||||||""||||y||
Let's Dance|||||990|1935|""||||||
Let's Do It (Let's Fall In Love)|Cole Porter||||797|1928|""||y||y||
Let's Face The Music And Dance|Irving Berlin||||616|1935|"3"||||y||
Let's Fall In Love|Harold Arlen||||480|1933|"2"|2||058,|y||
Let's Get Away From It All|Dennis-Adair||||||""||||y||
Let's Get Lost|Jimmy McHugh||||||""||||y||
Li'l Darlin'|||||291|1957|"3_169"||y||||
Li'l Darling|Neal Hefti||||||""||||y||
Liberated Brother|||||||"2_211"||||||
Libertango|||||||""|||||y|
Lie Awake|||||||"1_261"||||||
Lies|||||||"2_212"||||||
Light As A Feather|||||||"2_213"||||||
Light Blue|Thelonious Monk||||||""||||y||
Ligia|Antonio-Carlos Jobim||||||""||||y||
Like A Lover|Caymmi-Motta||||||""||||y||
Like Someone In Love|Jimmy Van-Heusen|||y|147|1944|"1_262"|1||020,023,058,|y||
Like Sonny|John Coltrane||||||"2_214"||||y||
Lily Belle May June|||||||""|||||y|
Limbo|||||||"2_206"||||||
Limehouse Blues|Braham-Furber||||174|1922|"1_263"|||091,100,|y||
Line For Lyons|Gerry Mulligan||||||"3_170"||||y||
Linger Awhile|Vincent Rose||||666|1923|"3"||||y||
Litha|Chick Corea||||||"1_264"||||y||
Little B's Poem|Bobby Hutcherson||||||"1_266"||||y||
Little Boat (O Barquinho)|Roberto Menescal||||||""||||y||
Little Chicago Fire, A|||||||"2_215"||||||
Little Dancer|Tom Harrell||||||""||||y||
Little Face|||||||"3_172"||||||
Little Girl Blue|Richard Rodgers||||124|1935|"3_174"||||y||
Little Niles|Randy Weston||||||"1_267"||||y||
Little Peace In C For You|Michel Petrucciani||||||""||||y||
Little Rootie Tootie|Thelonious Monk||||||"2_409"||||y||
Little Sunflower|Freddie Hubbard||||||"2_216"||||y||
Little Waltz|Ron Carter||||||"1_270"||||y||
Little White Lies|||||680|1930|"3"|||||y|
Little Willie Leaps|Charlie Parker||||||"3_171"||||y||
Liturgy|||||||"1_268"||||||
Liza|George Gershwin||||||""||||y||
Liza (All The Clouds'll Roll Away)|||||189|1929|""||||||
Locomotion|||||||"2_217"||||||
Lone Jack|Pat Metheny||||||"2_218"||||y||
Lonely Dreams|Terry Gibbs||||||"2_220"||||y||
Lonesome Road|Austin-Shilkret||||574|1928|""||||y||
Long Ago And Far Away|Jerome Kern||||299|1944|"1_272"|||055,|y||
Long As You Know You're Living Yours|||||||"1_271"||||||
Long View, The|||||||"3_176"||||||
Lonnie's Lament|John Coltrane||||||"1_273"||||y||
Look For The Silver Lining|Jerome Kern||||673|1920|"2"|||080,|y||
Look Of Love, The|Burt Bacharach||||698|1967|"3"||||y||
Look To The Rainbow|Burton Lane||||||""||||y||
Look To The Sky|Antonio-Carlos Jobim||||||"1_274"||||y||
Looking Back|||||||"1_275"||||||
Looking Up|Michel Petrucciani||||||""||||y||
Loop, The|Chick Corea||||||""||||y||
Loop,the|||||||"3_178"||||||
Lost In The Stars|||||688|1949|"3"||||||
Lotus Blossom|Billy Strayhorn||||886|1947|"2"||||y||
Lotus On Irish Streams, A|||||||"3_179"||||||
Loud-zee|||||||"3_180"||||||
Louise|||||408|1929|""|||||y|
Love Dance|||||604|1980|""||||||
Love For Sale|Cole Porter||||30|1930|"2_222"||y|040,107,112,117,118,|y||
Love Is Here To Stay|||||57|1938|""||y|025,110,113,|||
Love Is Just Around The Corner|Lewis Gensler||||821|1934|"2"||||y||
Love Letters|||||309|1945|"3"||||||
Love Me Or Leave Me|Walter Donaldson||||206|1928|"3"||y||y||
Love Nest, The|Louis Hirsch||||||""||||y||
Love Vibrations|||||||"2_225"||||||
Love Walked In|George Gershwin||||201|1937|"3_182"||y||y||
Love You Madly|||||567|1950|"3"||||||
Loveless Love|||||715|1921|""||||||
Lover|Richard Rodgers||||118|1932|"2"|||022,061,|y||
Lover Come Back To Me|||||69|1928|"3"||y|018,041,061,097,|||
Lover Man|Davis-Ramirez-Sherman|y|y|y|7|1942|"2_224"|||032,|y||
Lover, Come Back To Me|Sigmund Romberg||||||""||||y||
Lovers Rain Dance|||||||"3_181"||||||
Lucky Southern|Keith Jarrett||||||"1_276"||||y||
Lullaby In Rhythm|Goodman-Hirsch||||586|1938|""|3|||y||
Lullaby Of Birdland|George Shearing||||153|1952|"1_277"|||040,|y||
Lullaby Of Broadway|||||992|1935|""||y||||
Lullaby Of The Leaves|Bernice Petkere||||251|1932|"3_184"|2||058,|y||
Lulu Swing|||||||""|||||y|
Lulu's Back In Town|||||581|1935|"3_185"||||||
Luna Tango|||||||""|||||y|
Lunar Tune|||||||"2_408"||||||
Lush Life|Billy Strayhorn|y|y|y|36|1949|"1_278"|1||032,066,|y||
Lydian April|||||||"2_226"||||||
Lyola|||||||""|||||y|
Lyresto|Kenny Burrell||||||""||||y||
Ma Premiere Guitare|||||||""|||||y|
Mac The Knife|Kurt Weill||||||""||||y||
Mack The Knife|||||110|1928|""||||||
Mademoiselle|||||||""|||||y|
Magician In You, The|||||||"1_280"||||||
Mahjong|Wayne Shorter||||||""||||y||
Maiden Voyage|Herbie Hancock||||952|1965|"1_281"|3||011,054,081,085,|y||
Main Stem|||||502|1942|""||||||
Majoong|||||||"1_286"||||||
Make Believe|||||936|1927|""||||||
Make Someone Happy|Jule Styne||||890|1960|"2_228"||||y||
Makin' Whoopee|||||202|1928|"3_186"||||||
Making Whoopee|Walter Donaldson||||||""||||y||
Mallet Man|||||||"1_282"||||||
Mambo Inn|Bauza-Sampson-Woodlen||||938|1952|""|||064,|y||
Man And A Woman, A|||||||""|||||y|
Man I Love, The|George Gershwin||||18|1924|"2_229"||y|051,|y||
Man In The Green Shirt|||||||"1_284"||||||
Man That Got Away, The|Harold Arlen||||860|1954|"3"||||y||
Mandala|||||||"3_188"||||||
Manha De Carnaval (Black Orpheus)|Luiz Bonfa||||||""||||y||
Manhattan|Richard Rodgers||||489|1925|"3_189"||||y||
Manoir De Mes Reves (Django's Castle)|Django Reinhardt||||||""||||y||
Manteca|Dizzy Gillespie||||490|1948|"2_410"|||064,|y||
Maple Leaf Rag|||||889|1899|""||||||
Margie|||||268|1920|""|||079,100,||y|
Maria|||||591|1957|""||||||
Maria Elena|||||||""|||||y|
Marie|||||838|1928|""|||||y|
Mas Que Nada|Jorge Ben||||887|1963|"3"||||y||
Masquerade|||||||"2_230"||||||
Masquerade Is Over, The|Allie Wrubel||||396|1938|"3"|2|||y||
Matrix|||||||"3_190"||||||
May Dance|||||||"1_287"||||||
May-reh|||||||"2_231"||||||
Maybe|||||983|1926|""||||||
Maybe I Should Change My Ways|Duke Ellington||||||""||||y||
Maybe You'll Be There|||||864|1947|""||||||
Mayreh|||||||"3_191"||||||
Maze, The|Herbie Hancock||||||""||||y||
Mc Jolt|Richie Beirach||||||""||||y||
Mean To Me|Turk-Ahlert||||75|1929|"3"|2||065,|y||
Meaning Of The Blues|Worth-Troup||||730|1957|"3_192"||||y||
Meditation|Antonio-Carlos Jobim||||685|1962|"1_288"||y|031,098,|y||
Mediterranean Blues|||||||""|||||y|
Mellow Mood|||||||"2_232"||||||
Melodie Au Crepuscule|||||||""|||||y|
Memories Of Tomorrow|Keith Jarrett||||||"1_289"||||y||
Memories Of You|Eubie Blake||||83|1930|"2_233"|2|||y||
Memphis Blues|||||725|1912|""||||||
Memphis Underground|||||||"1_305"||||||
Menilmontant|||||||""|||||y|
Menina Flor|||||||"2_234"||||||
Mercy Mercy Mercy|Joe Zawinul||||||""||||y||
Mercy, Mercy, Mercy|||||||"2_235"||||||
Metro Swing|||||||""|||||y|
Mevlevia|||||||"1_290"||||||
Mi Boj A Samba|||||||"3_194"||||||
Michelle|||||||"1_292"||||||
Micro|||||||""|||||y|
Midnight At The Oasis|David Nichtern||||||""||||y||
Midnight In Moscow (Moscow Nights)|||||||""|||||y|
Midnight Mood|Joe Zawinul||||||"1_293"||||y||
Midnight Sun|Hampton-Burke-Mercer||||325|1947|"3_196"|1|||y||
Milano|John Lewis||||||"1_294"||||y||
Miles Ahead|Miles Davis||||||"2_236"||||y||
Milestones|Miles Davis||||287|1958|"3_193"|||007,050,|y||
Mimi|Richard Rogers||||||""||||y||
Mimosa|||||||""|||||y|
Minch Valse|||||||""|||||y|
Minor Blues|||||||""|||||y|
Minor Mishap|Tommy Flanagan||||||"2_237"||||y||
Minor Mood|Clifford Brown||||||"2_238"||||y||
Minor Strain|Bobby Timmons||||||""||||y||
Minor Swing|||||||""|||||y|
Minority|Gigi Gryce||||||"1_295"||||y||
Mira Familia|||||||""|||||y|
Mire' Pral|||||||""|||||y|
Mirror, Mirror|Corea Chick||||||""||||y||
Misterioso|Thelonious Monk||||484|1948|""||||y||
Misty|Erroll Garner|y|y|y|56|1954|"1_296"|1||041,049,070,107,|y||
Miyako|Wayne Shorter||||||"1_297"||||y||
Moak's Shop|||||||"2_239"||||||
Moanin'|Bobby Timmons||||565|1959|"2_240"||||y||
Modesty Blues|||||||"2_241"||||||
Molten Glass|||||||"1_298"||||||
Moment To Moment|||||||"3_198"||||||
Moment's Notice|John Coltrane||||576|1957|"1_299"|2||038,065,|y||
Moments To Remember|Robert Allen||||||""||||y||
Mon Dieu|||||||""|||||y|
Mona Lisa|Livingston-Evans||||||""||||y||
Monk's Dream|Thelonious Monk||||798|1962|""||||y||
Monk's Mood|Thelonious Monk||||542|1946|"2_234"|1||056,|y||
Monk's Sphere|||||||"2_243"||||||
Monster & The Flower, The|||||||"3_200"||||||
Montage|||||||"1_300"||||||
Montagne Sainte-genevieve|||||||""|||||y|
Monticello|||||||""|||||y|
Mooche, The|||||714|1929|""||||||
Mood Indigo|Duke Ellington||||161|1930|"1_301"|2||012,|y||
Moon Alley|Tom Harrell||||||""||||y||
Moon And Sand|Wilder-Palitz||||||"3_202"||||y||
Moon Germs|||||||"1_302"||||||
Moon Glow|||||||"2_244"||||||
Moon Rays|||||||"2_245"||||||
Moon River|Henry Mancini||||684|1961|"2"||||y||
Moon Song (That Wasn't Meant For Me)|||||776|1933|""||||||
Moonchild|Keith Jarrett||||||"1_93"||||y||
Moondance|Van Morrison||||||""||||y||
Moonglow|Hudson-Lange-Mills||||128|1934|"2"|3||059,|y||
Moonlight Becomes You|Jimmy Van-Heusen||||907|1942|"3"||||y||
Moonlight In Vermont|Karl Suessdorf||||141|1944|"3_199"|1||i,065,|y||
Moonlight Saving Time|Irving Kahal||||||""||||y||
Moonlight Serenade|Miller-Parish||||882|1939|""|3|||y||
Moontrane|Woody Shaw||||||"2_246"||||y||
Moose The Mooche|Charlie Parker||||699|1946|"2_247"|||i,069,|y||
More|||||769|1963|"3"||||||
More I See You, The|Harry Warren||||318|1945|"1_303"||y|123,|y||
More Than You Know|Vincent Youmans||||72|1929|"2"|2|||y||
Morgan The Pirate|Lee Morgan||||||""||||y||
Morning|Clare Fischer||||||"2_248"||||y||
Moten Swing|Bennie Moten||||249|1932|"2"||||y||
Moten's Swing|||||||"2_249"||||||
Mother Of The Dead Man|||||||"1_304"||||||
Mountain Greenery|Richard Rodgers||||||"3_204"||||y||
Move|Denzil Best||||510|1949|"2_250"||||y||
Moving Out|||||||"2_251"||||||
Mr Broadway, Theme From|||||||"2_252"||||||
Mr Clean|||||||"2_227"||||||
Mr Jin|||||||"1_7"||||||
Mr Jones|||||||"2_253"||||||
Mr Magic|||||||"2_254"||||||
Mr Pc|||||||"1_305"||||||
Mr Sims|||||||"2_255"||||||
Mr. P.c.|John Coltrane||||||""||||y||
Mr. Sandman|||||||""|||||y|
Mrs Miniver|||||||"2_256"||||||
Muezzin'|||||||"2_257,3_205"||||||
Muppet Show Theme, The|||||||""|||||y|
Muskrat Ramble|||||342|1926|""||||||
My Baby Just Cares For Me|||||922|1930|"3"||||||
My Blue Heaven|||||406|1927|"3"|||||y|
My Buddy|||||496|1922|"1"||||||
My Favorite Things|Richard Rodgers||||333|1959|"1_306"|||025,090,|y||
My Foolish Heart|Victor Young||||103|1949|"1_307"|||025,|y||
My Funny Valentine|Richard Rodgers|y|y|y|6|1937|"1_308"||y|025,107,|y||
My Heart Belongs To Daddy|Cole Porter||||584|1938|"3"||||y||
My Heart Stood Still|Richard Rodgers||||246|1927|"3_208"||y|071,|y||
My Honey's Lovin' Arms|||||873|1922|""||||||
My Ideal|Richard Whiting||||379|1930|"3"|||022,|y||
My Little Boat|||||||"1_309"||||||
My Little Brown Book|Billy Strayhorn||||||""||||y||
My Little Suede Shoes|Charlie Parker||||587|1951|"2_258"|||006,069,|y||
My Lucky Star|DeSylva-Brown-Henderson||||||""||||y||
My Man|||||472|1921|"3"||||||
My Man's Gone Now|George Gershwin||||481|1935|"3_206"||y||y||
My Melancholy Baby|Burnett-Norton||||164|1911|"3"|||080,|y||
My Monday Date|||||845|1928|""||||||
My Old Flame|Johnson-Coslow||||101|1934|"2_259"|||022,|y||
My One And Only Love|Wood-Mellin||||97|1953|"1_310"|||051,|y||
My Reverie|||||862|1938|""||||||
My Romance|Richard Rodgers||||91|1935|"1_311"||||y||
My Secret Love|Roger Vogel||||||""||||y||
My Shining Hour|Harold Arlen||||307|1943|"1"|1||044,|y||
My Ship|Kurt Weill||||292|1941|"1_314"|2||089,|y||
My Silent Love|||||746|1932|"3"||||||
My Song|Keith Jarrett||||||""||||y||
My Sweet|||||||""|||||y|
My Way|Revaux-Francois-Thibaud-Anka||||||""||||y||
Mysterieuse|||||||""|||||y|
Mysterious Traveler|||||||"1_312"||||||
Mystic Touch|||||||"2_243"||||||
N Ight We Called It A Day, The|||||||"3_212"||||||
Nagasaki|||||617|1928|""|||||y|
Naima|John Coltrane||||263|1959|"1_315"|2||027,|y||
Namely You|||||782|1956|""|||040,097,|||
Nancy (With The Laughing Face)|Jimmy Van-Heusen||||622|1944|"3"||y|040,|y||
Nancy Joe|||||||"2_265"||||||
Nardis|Miles Davis||||633|1959|"1_316"|||050,|y||
Natascha|||||||""|||||y|
Nature Boy|Eden Ahbez||||115|1948|"2_260"|1|||y||
Ne Me Quitte Pas|||||||""|||||y|
Neal's Blues|||||||"3_209"||||||
Nearness Of You, The|Hoagy Carmichael||||64|1937|"2_261"|||059,|y||
Nefertiti|Wayne Shorter||||||"1_317"||||y||
Never Let Me Go|Jay Livingston||||332|1956|"3_210"||||y||
Never Will I Marry|Frank Loesser||||||"1_318"||||y||
Nevertheless|Kalmar-Ruby||||||""||||y||
New Orleans|||||867|1932|""||||||
New Picture|Jimmy Heath||||||""||||y||
New Thing, A|||||||"2_262"||||||
New York, New York|John Kander||||||""||||y||
Nica's Dream|Horace Silver|y|y|y|418|1956|"1_319"|2||018,065,081,|y||
Nice 'n Easy|Spence-Bergman-Keith||||||""||||y||
Nice Work If You Can Get It|George Gershwin||||158|1937|""||y||y||
Nice'n Easy|||||||"3_211"||||||
Night And Day|Cole Porter|||y|33|1932|"1_320"||y|051,112,117,|y||
Night Dreamer|Wayne Shorter||||||"1_321"||||y||
Night Has A Thousand Eyes, The|Jerry-Brainin||||273|1948|"1_322"|||052,075,|y||
Night In Tunisia|||||40|1942|"1"|||043,111,|||
Night Train|||||638|1952|"1"||||||
Night We Called It A Day, The|Matt Dennis||||445|1944|"3"||||y||
Nightingale Sang In Berkeley Square, A|||||||"3_213"||||||
Nimbus|||||||"1_323"||||||
Nine By Nine|||||||""|||||y|
No Me Esqueca|||||||"2_263"||||||
No Moe|Sonny Rollins||||||"2_264"||||y||
No Moon At All|David Mann||||569|1948|"3"|2|||y||
No More|||||659|1944|""||||||
No Splice|Lee Konitz||||||"2_268"||||y||
Nobody Else But Me|Jerome Kern||||657|1946|"3_214"||||y||
Nobody Knows The Trouble I've Seen|||||538|Trad.|""||||||
Nobody Knows You When You're Down And Out|||||979|1923|"1"||||||
Nobody's Sweetheart|||||||""|||||y|
Nobody's Sweetheart Now|||||843|1924|""||||||
Nonsequence|||||||"1_324"||||||
North Atlantic Run|||||||"2_266"||||||
Nostalgia In Times Square|Charles Mingus||||||"1_326"||||y||
Notes Noires A|||||||""|||||y|
Notes Noires B|||||||""|||||y|
Nothing Personal|Don Grolnick||||||""||||y||
Noto Swing|||||||""|||||y|
Now He Beats The Drum-now He Stops|||||||"3_215"||||||
Now He Sings, Now He Sobs|||||||"3_216"||||||
Now It Can Be Told|||||970|1938|""||||||
Now's The Time|Charlie Parker|||y|354|1945|"2_265"|||006,|y||
Nuages|Django Reinhardt|y|y|y|504|1939|"1"||||y|y|
Nuits D'italie|||||||""|||||y|
Nuits St. Germain Des Pres|||||||""|||||y|
Number 1|||||||""|||||y|
Number 6|||||||"3_217"||||||
Nutty|Thelonious Monk||||||""||||y||
Nutville|Horace Silver||||||"2_269"||||y||
O Grande Amor|Antonio-Carlos Jobim||||||""||||y||
O Lechto Gurko|||||||""|||||y|
O Little Town Of Bethlehem|||||977|1868|""|||125,|||
Odd Couple, The|Neal Hefti||||||""||||y||
Off Minor|Thelonious Monk||||876|1947|"2_270"|1||056,|y||
Oh Lady Be Good|||||||"2_271"||||||
Oh Look At Me Now|DeVries-Bushkin||||||""||||y||
Oh You Crazy Moon|||||783|1939|""||||||
Oh, Lady Be Good|George Gershwin||||22|1924|""||y|039,|y||
Oh, What A Beautiful Mornin'|Richard Rodgers||||||""||||y||
Ol' Man River|Jerome Kern||||236|1927|""||||y||
Old Cape Cod|Rothrock-Vakus-Jeffrey||||||""||||y||
Old Country, The|Adderley-Lewis||||||""||||y||
Old Devil Moon|Burton Lane||||242|1946|"2_272"|||025,|y||
Old Folks|Willard Robison||||144|1938|"3_218"||y|071,|y||
Old Folks At Home|||||492|1851|""||||||
Oleo|Sonny Rollins||||280|1954|"1_327"|1||008,065,|y||
Olhos De Gato|||||||"1_328"||||||
Oliloqui Valley|Herbie Hancock||||||""||||y||
Olinoqui Valley|||||||"1_8"||||||
On A Clear Day (You Can See Forever)|Burton Lane||||800|1966|"2_273,3_219"||y|094,|y||
On A Slow Boat To China|Frank Loesser||||630|1948|"3"|||091,|y||
On Broadway|Mann-Weil-Stoller-Leiber||||||""||||y||
On Green Dolphin Street|Bronislau Kaper||||||""||||y||
On The Alamo|||||359|1922|""||||||
On The Sly|||||||"3_220"||||||
On The Stairs|||||||"2_277"||||||
On The Street Where You Live|Frederick Loewe||||330|1956|"3_222"||||y||
On The Sunny Side Of The Street|Jimmy McHugh||||55|1930|"2"|2||049,|y||
On The Trail|Ferde Grofe||||641|1933|"2_270"|||034,|y||
Once I Loved|Antonio-Carlos Jobim||||683|1963|"1_329"|1||i,031,098,|y||
Once In A While|Michael Edwards||||262|1937|""|2||034,|y||
Once In Awhile|||||||"2_274"||||||
One By One|Wayne Shorter||||||"2_275"||||y||
One Finger Snap|Herbie Hancock||||||"1_330"||||y||
One Foot In The Gutter|Clark Terry||||||"2_276"||||y||
One For Daddy-0|||||||"2_278"||||||
One For My Baby|Harold Arlen||||||""||||y||
One For My Baby (And One More For The Road)|||||739|1943|"3"|1|||||
One I Love (Belongs To Somebody Else), The|Isham Jones||||737|1924|""||||y||
One Morning In May|Hoagy Carmichael||||||""||||y||
One Note Samba|Antonio-Carlos Jobim||||533|1961|"1_331"|||031,098,|y||
One O'clock Jump|||||175|1938|""|||071,|||
Only Trust Your Heart|Benny Carter||||||""||||y||
Only You Know|||||||"3_224"||||||
Open Your Eyes, You Can Fly|||||||"1_332"||||||
Opener, The|Bill Evans||||||""||||y||
Opus De Funk|||||||"2_278"||||||
Opus One|||||948|1943|""||||||
Orbits|||||||"1_334"||||||
Organ Grinder Swing|||||||""|||||y|
Organ Grinder's Swing|||||736|1936|""||||||
Oriental Shuffle|||||||""|||||y|
Ornithology|Charlie Parker||||462|1946|"1_335"|||i,006,069,093,|y||
Ou Es-tu Mon Amour|||||||""|||||y|
Our Delight|||||467|1946|"3_228"|||091,099,|||
Our Love Is Here To Stay|George Gershwin||||||"2_279"||||y||
Out Back Of The Barn|||||||"2_280"||||||
Out Of Nowhere|Johnny Green||||68|1931|"1_336"|||020,022,059,|y||
Out Of This World|Harold Arlen||||434|1944|"3"|1||046,|y||
Over The Rainbow|||||||"3_229"||||||
